"","office","description","city","zip","state","parish","candidate","party","level","type","genoffice","race","gender"
"3944","Council Member","District 5, City of Westwego","Westwego","70094","LA","JEFFERSON","Johnnie Lynn Thibodeaux","Republican","Local","Local Government","Council Member","White","Female"
"3945","Council Member","Seat A, Town of Grand Isle","Grand Isle","70358","LA","JEFFERSON","Ray A. Santiny","Democrat","Local","Local Government","Council Member","White","Male"
"3946","Council Member","Seat B, Town of Grand Isle","Grand Isle","70358","LA","JEFFERSON","Kelly ""Pete"" Besson, Jr.","Republican","Local","Local Government","Council Member","White","Male"
"3947","Council Member","Seat C, Town of Grand Isle","Grand Isle","70358","LA","JEFFERSON","Mona Santiny","Republican","Local","Local Government","Council Member","White","Female"
"3948","Council Member","Seat D, Town of Grand Isle","Grand Isle","70358","LA","JEFFERSON","Brian Barthelemy","Republican","Local","Local Government","Council Member","White","Male"
"3949","Council Member","Seat E, Town of Grand Isle","Grand Isle","70358","LA","JEFFERSON","Leoda Bladsacker","Democrat","Local","Local Government","Council Member","White","Female"
"3950","Councilman","City of Harahan","Harahan","70123","LA","JEFFERSON","""Tim"" Baudier","Republican","Local","Local Government","Council Member","Other","Male"
"3951","Councilman","City of Harahan","Harahan","70123","LA","JEFFERSON","Susan Benton","Republican","Local","Local Government","Council Member","White","Female"
"3952","Councilman","City of Harahan","Harahan","70123","LA","JEFFERSON","Dana Huete","Republican","Local","Local Government","Council Member","White","Female"
"3953","Councilman","City of Harahan","Harahan","70123","LA","JEFFERSON","Craig Johnston","Republican","Local","Local Government","Council Member","White","Male"
"3954","Councilman","City of Harahan","Harahan","70123","LA","JEFFERSON","Carrie Wheeler","Republican","Local","Local Government","Council Member","White","Female"
"3955","Councilman","District 3, City of Kenner","Kenner","70062","LA","JEFFERSON","Glenn Hayes, Sr.","Republican","Local","Local Government","Council Member","White","Male"
"3956","Councilman","District 5, City of Kenner","Kenner","70062","LA","JEFFERSON","Kelly S. Hand",NA,"Local","Local Government","Council Member",NA,NA
"3957","Councilman","Town of Jean Lafitte","Lafitte","70067","LA","JEFFERSON","Barry D. Bartholomew","Democrat","Local","Local Government","Council Member","White","Male"
"3958","Councilman","Town of Jean Lafitte","Lafitte","70067","LA","JEFFERSON","Christy N. Creppel","Democrat","Local","Local Government","Council Member","White","Female"
"3959","Councilman","Town of Jean Lafitte","Lafitte","70067","LA","JEFFERSON","Shirley Guillie","Democrat","Local","Local Government","Council Member","White","Female"
"3960","Councilman","Town of Jean Lafitte","Lafitte","70067","LA","JEFFERSON","Calvin ""Butch"" Lebeau","Democrat","Local","Local Government","Council Member","White","Male"
"3961","Councilman","Town of Jean Lafitte","Lafitte","70067","LA","JEFFERSON","Verna ""Teta"" Smith","Democrat","Local","Local Government","Council Member","White","Female"
"3962","Alderman","Town of Welsh","Welsh","70591","LA","JEFFERSON DAVIS","Andrea King","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3963","Alderman","Town of Welsh","Welsh","70591","LA","JEFFERSON DAVIS","Lawrence ""Bugger"" Mier","Other","Local","Local Government","Alderman","White","Male"
"3964","Alderman","Town of Welsh","Welsh","70591","LA","JEFFERSON DAVIS","Robert ""Bob"" Owens","Republican","Local","Local Government","Alderman","White","Male"
"3965","Alderman","Town of Welsh","Welsh","70591","LA","JEFFERSON DAVIS","Jacob Colby Perry","Republican","Local","Local Government","Alderman","White","Male"
"3966","Alderman","Town of Welsh","Welsh","70591","LA","JEFFERSON DAVIS","Rodney Trahan","Republican","Local","Local Government","Alderman","White","Male"
"3967","Alderman","Village of Fenton","Fenton","70640-0310","LA","JEFFERSON DAVIS","Ollie Clophus","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3968","Alderman","Village of Fenton","Fenton","70640-0310","LA","JEFFERSON DAVIS","Gwenevere Artis Johnson","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3969","Alderman","Village of Fenton","Fenton","70640-0310","LA","JEFFERSON DAVIS","Mary M. Jones","Democrat","Local","Local Government","Alderman","Black or African American","Female"
"3970","Council Member","Town of Elton","Elton","70532","LA","JEFFERSON DAVIS","Avella W. Ackless","Democrat","Local","Local Government","Council Member","Black or African American","Female"
"3971","Council Member","Town of Elton","Elton","70532","LA","JEFFERSON DAVIS","Michael Paul Bellon","Democrat","Local","Local Government","Council Member","White","Male"
"3972","Council Member","Town of Elton","Elton","70532","LA","JEFFERSON DAVIS","""Tony"" Guillory","Other","Local","Local Government","Council Member","White","Male"
"3973","Council Member","Town of Elton","Elton","70532","LA","JEFFERSON DAVIS","Shirley Lafleur Johnson","Other","Local","Local Government","Council Member","White","Female"
"3974","Council Member","Town of Elton","Elton","70532","LA","JEFFERSON DAVIS","Kesia Lemoine","Democrat","Local","Local Government","Council Member","Black or African American","Female"
"3975","Council Member","Town of Lake Arthur","Lake Arthur","70549","LA","JEFFERSON DAVIS","David Hanks","Democrat","Local","Local Government","Council Member","White","Male"
"3976","Council Member","Town of Lake Arthur","Lake Arthur","70549","LA","JEFFERSON DAVIS","Sampson Lejeune",NA,"Local","Local Government","Council Member",NA,NA
"3977","Council Member","Town of Lake Arthur","Lake Arthur","70549","LA","JEFFERSON DAVIS","Ricky Monceaux","Other","Local","Local Government","Council Member","White","Male"
"3978","Council Member","Town of Lake Arthur","Lake Arthur","70549","LA","JEFFERSON DAVIS","Robert ""Bobby"" Palermo","Democrat","Local","Local Government","Council Member","White","Male"
"3979","Council Member","Town of Lake Arthur","Lake Arthur","70549","LA","JEFFERSON DAVIS","Auldon Robinson, Sr.","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"3980","Councilman","District A, City of Jennings","Jennings","70546","LA","JEFFERSON DAVIS","Carolyn King Simon","Democrat","Local","Local Government","Council Member","Black or African American","Female"
"3981","Councilman","District B, City of Jennings","Jennings","70546","LA","JEFFERSON DAVIS","William J. ""Johnny"" Armentor","Republican","Local","Local Government","Council Member","White","Male"
"3982","Councilman","District C, City of Jennings","Jennings","70546","LA","JEFFERSON DAVIS","Clifton J. LeJeune","Republican","Local","Local Government","Council Member","White","Male"
"3983","Councilman","District D, City of Jennings","Jennings","70546","LA","JEFFERSON DAVIS","Anthony LeBlanc","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"3984","Councilman","District E, City of Jennings","Jennings","70546","LA","JEFFERSON DAVIS","""Stevie"" Van Hook","Republican","Local","Local Government","Council Member","White","Male"
"3985","Council Member","District 1, City of Scott","Scott","70583","LA","LAFAYETTE","Doyle Boudreaux","Republican","Local","Local Government","Council Member","White","Male"
"3986","Council Member","District 2, City of Scott","Scott","70583","LA","LAFAYETTE","Terry Montoucet","Democrat","Local","Local Government","Council Member","White","Male"
"3987","Council Member","District 3, City of Scott","Scott","70583","LA","LAFAYETTE","Danny Hollier","Republican","Local","Local Government","Council Member","White","Male"
"3988","Council Member","District 4, City of Scott","Scott","70583","LA","LAFAYETTE","Troy Bergeron","Other","Local","Local Government","Council Member","White","Male"
"3989","Council Member","Division A, City of Youngsville","Youngsville","70592","LA","LAFAYETTE","Jamison ""Jamey"" Abshire","Republican","Local","Local Government","Council Member","White","Male"
"3990","Council Member","Division B, City of Youngsville","Youngsville","70592","LA","LAFAYETTE","Lauren Michel","Republican","Local","Local Government","Council Member","White","Female"
"3991","Council Member","Division C, City of Youngsville","Youngsville","70592","LA","LAFAYETTE","""Matt"" Romero","Republican","Local","Local Government","Council Member","White","Male"
"3992","Council Member","Division D, City of Youngsville","Youngsville","70592","LA","LAFAYETTE","Kenneth ""Ken"" Stansbury","Republican","Local","Local Government","Council Member","White","Male"
"3993","Council Member","Division E, City of Youngsville","Youngsville","70592","LA","LAFAYETTE","Dianne McClelland","Republican","Local","Local Government","Council Member","White","Female"
"3994","Council Members","City of Carencro","Carencro","70520","LA","LAFAYETTE","Antoine Babineaux, Jr.","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"3995","Council Members","City of Carencro","Carencro","70520","LA","LAFAYETTE","L. J. Boudreaux","Democrat","Local","Local Government","Council Member","White","Male"
"3996","Council Members","City of Carencro","Carencro","70520","LA","LAFAYETTE","Kimberly ""Kim"" Guidry","Republican","Local","Local Government","Council Member","White","Female"
"3997","Council Members","City of Carencro","Carencro","70520","LA","LAFAYETTE","J. L. Richard","Democrat","Local","Local Government","Council Member","White","Male"
"3998","Council Members","City of Carencro","Carencro","70520","LA","LAFAYETTE","Alfred ""Al"" Sinegal","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"3999","Council Member","Division A, Town of Lockport","Lockport","70374","LA","LAFOURCHE","Stephen Baudoin","Republican","Local","Local Government","Council Member","White","Male"
"4000","Council Member","Division B, Town of Lockport","Lockport","70374","LA","LAFOURCHE","Sharon Robichaux Guidry","Republican","Local","Local Government","Council Member","White","Female"
"4001","Council Member","Division C, Town of Lockport","Lockport","70374","LA","LAFOURCHE","Bobbie Morris Galjour","Republican","Local","Local Government","Council Member","White","Female"
"4002","Council Member","Division D, Town of Lockport","Lockport","70374","LA","LAFOURCHE","Rodney Hartman","Republican","Local","Local Government","Council Member","White","Male"
"4003","Council Member","Division E, Town of Lockport","Lockport","70374","LA","LAFOURCHE","""Rescue Wayne"" Bourgeois, Jr.","Republican","Local","Local Government","Council Member","White","Male"
"4004","Councilman","District A, City of Thibodaux","Thibodaux","70302","LA","LAFOURCHE","Eric J. Tabor","Republican","Local","Local Government","Council Member","White","Male"
"4005","Councilman","District B, City of Thibodaux","Thibodaux","70302","LA","LAFOURCHE","""Gene"" Richard","Republican","Local","Local Government","Council Member","White","Male"
"4006","Councilman","District C, City of Thibodaux","Thibodaux","70302","LA","LAFOURCHE","Constance T. Johnson","Democrat","Local","Local Government","Council Member","Black or African American","Female"
"4007","Councilman","Town of Golden Meadow","Golden Meadow","70357","LA","LAFOURCHE","Ashton ""Nu"" Cheramie","Other","Local","Local Government","Council Member","White","Male"
"4008","Councilman","Town of Golden Meadow","Golden Meadow","70357","LA","LAFOURCHE","Jody P. Cheramie","Other","Local","Local Government","Council Member","White","Male"
"4009","Councilman","Town of Golden Meadow","Golden Meadow","70357","LA","LAFOURCHE","Laci Bouziga Latiolais","Republican","Local","Local Government","Council Member","White","Female"
"4010","Councilman","Town of Golden Meadow","Golden Meadow","70357","LA","LAFOURCHE","Lindberg ""Bap"" Lorraine","Other","Local","Local Government","Council Member","White","Male"
"4011","Councilman","Town of Golden Meadow","Golden Meadow","70357","LA","LAFOURCHE","Willis P. Toups","Republican","Local","Local Government","Council Member","White","Male"
"4012","Alderman","Town of Olla","Olla","71465","LA","LASALLE","Madge Jones Bailey","Republican","Local","Local Government","Alderman","Other","Female"
"4013","Alderman","Town of Olla","Olla","71465","LA","LASALLE","Anthony Fenoli","Republican","Local","Local Government","Alderman","White","Male"
"4014","Alderman","Town of Olla","Olla","71465","LA","LASALLE","L. J. ""Joe"" Rachal, Jr.","Republican","Local","Local Government","Alderman","White","Male"
