,party,votes,district,candidate,parish,n_rep,n_other,sex,n_dem,n_can,n_nopty,year,position,estimate_confidence
3105,REP,182,District 5,Tracy Carter ,Cameron,5,0,f,12,20,3,2014,Member of School Board,0.8253462473236063
3106,DEM,1240,District 5,"William ""Bill"" Simmons ",Terrebonne,5,0,m,12,20,3,2014,Member of School Board,0.9953311467968323
3107,DEM,599,"District 5, City of Monroe",Anna Reed ,Ouachita,0,0,f,2,2,0,2014,Member of School Board,0.9964472846486572
3108,DEM,1311,"District 5, City of Monroe","Rodney McFarland, Sr. ",Ouachita,0,0,m,2,2,0,2014,Member of School Board,0.994368352107686
3109,REP,3194,District 6,"""L. P."" Bordelon III ",Terrebonne,4,0,,8,14,2,2014,Member of School Board,0
3110,DEM,423,District 6,"Allen ""Mr. E."" Ebarb ",Sabine,4,0,m,8,14,2,2014,Member of School Board,0.9930886569488963
3111,DEM,2246,District 6,Clyde F. Hamner ,Terrebonne,4,0,m,8,14,2,2014,Member of School Board,0.9868036940166117
3112,DEM,9101,District 6,David Alvarez ,Orleans,0,0,m,2,2,0,2016,Member of School Board,0.9958660209367381
3113,DEM,503,District 6,Donald Garcie ,Sabine,4,0,m,8,14,2,2014,Member of School Board,0.995398079943256
3114,DEM,676,District 6,Frieda W. Boughton ,St. James,4,0,f,8,14,2,2014,Member of School Board,1.0
3115,DEM,253,District 6,Irma Bendily ,West Feliciana,4,0,f,8,14,2,2014,Member of School Board,0.9961031708923187
3116,REP,4206,District 6,Justin Centanni ,Lafayette,4,0,m,8,14,2,2014,Member of School Board,0.9931267411351339
3117,NOPTY,3973,District 6,Kathleen Schott Espinoza ,Lafayette,4,0,f,8,14,2,2014,Member of School Board,0.9977045573946911
3118,REP,525,District 6,Kelly O'Brien ,West Feliciana,4,0,f,8,14,2,2014,Member of School Board,0.8566072624209682
3119,REP,6980,District 6,Larry Dale ,Jefferson,4,0,m,8,14,2,2014,Member of School Board,0.9947791551761931
3120,DEM,5354,District 6,Meladie Munch ,Jefferson,4,0,f,8,14,2,2014,Member of School Board,1.0
3121,DEM,302,District 6,Robert B. Blow ,Vernon,4,0,m,8,14,2,2014,Member of School Board,0.9952560453690997
3122,NOPTY,756,District 6,Tyler Jasmin ,St. James,4,0,m,8,14,2,2014,Member of School Board,0.978181133257459
3123,DEM,582,District 6,"Vernon Travis, Jr. ",Vernon,4,0,m,8,14,2,2014,Member of School Board,0.9887435501438877
3124,DEM,10422,District 6,Woody Koppel ,Orleans,0,0,m,2,2,0,2016,Member of School Board,0.9974931508870104
3125,DEM,895,"District 6, City of Monroe","Brandon ""B.J."" Johnson ",Ouachita,0,0,m,2,2,0,2014,Member of School Board,0.9904039266442966
3126,DEM,505,"District 6, City of Monroe","Verbon R. Muhammad, Sr. ",Ouachita,0,0,m,2,2,0,2014,Member of School Board,1.0
3127,DEM,983,"District 6, Division 1",Debra Spurlock Haynes ,East Feliciana,0,0,f,2,2,0,2014,Member of School Board,0.9980319958133039
3128,DEM,1192,"District 6, Division 1",Joyce A. Kent ,East Feliciana,0,0,f,2,2,0,2014,Member of School Board,0.9966419470486259
3129,REP,977,"District 6, Division 3","""Chris"" Rouchon ",East Feliciana,1,0,m,2,3,0,2014,Member of School Board,0.83895278593768
3130,DEM,434,"District 6, Division 3",Janice Betrece ,East Feliciana,1,0,f,2,3,0,2014,Member of School Board,0.9974657889607156
3131,DEM,864,"District 6, Division 3",Michael Ray Bradford ,East Feliciana,1,0,m,2,3,0,2014,Member of School Board,0.9942998490435268
3132,DEM,3515,District 7,"Alvin R. Crusto, Jr. ",Orleans,0,0,m,3,3,0,2016,Member of School Board,0.9910980994023971
3133,OTHER,245,District 7,"Anthony ""Tony"" Rouchon ",East Feliciana,8,3,m,4,17,2,2014,Member of School Board,0.9931330989707974
3134,REP,73,District 7,Carl Granger ,Cameron,8,3,m,4,17,2,2014,Member of School Board,0.9925017929658256
3135,DEM,44,District 7,Carlos R. Charles ,St. James,8,3,m,4,17,2,2014,Member of School Board,0.9881293849616541
3136,REP,3996,District 7,Dawn Morris ,Lafayette,8,3,f,4,17,2,2014,Member of School Board,0.9967481130344426
3137,OTHER,1758,District 7,Jo Ann Scott ,Jefferson,8,3,f,4,17,2,2014,Member of School Board,0.9974032930915709
3138,REP,96,District 7,Joseph M. Delcambre ,Cameron,8,3,m,4,17,2,2014,Member of School Board,0.9948957606347725
3139,NOPTY,117,District 7,Karen F. Nunez ,Cameron,8,3,f,4,17,2,2014,Member of School Board,0.9975412199322091
3140,DEM,4728,District 7,Kwame A. Smith ,Orleans,0,0,m,3,3,0,2016,Member of School Board,0.9782941481864089
3141,REP,3675,District 7,Mark Cockerham ,Lafayette,8,3,m,4,17,2,2014,Member of School Board,0.9964442833016813
3142,REP,6276,District 7,Mark Jacobs ,Jefferson,8,3,m,4,17,2,2014,Member of School Board,0.9964442833016813
3143,REP,6731,District 7,Melinda Doucet ,Jefferson,8,3,f,4,17,2,2014,Member of School Board,0.9973442578621822
3144,DEM,9830,District 7,"Nolan Marshall, Jr. ",Orleans,0,0,m,3,3,0,2016,Member of School Board,0.9965478444364774
3145,OTHER,435,District 7,Paul Kent ,East Feliciana,8,3,m,4,17,2,2014,Member of School Board,0.995449657970713
3146,DEM,959,District 7,"Raymond L. Gros, Jr. ",St. James,8,3,m,4,17,2,2014,Member of School Board,0.9942180892480348
3147,DEM,442,District 7,"Richard ""Ricky"" Reulet ",St. James,8,3,m,4,17,2,2014,Member of School Board,0.9957745171215943
3148,DEM,1531,District 7,Roger Dale DeHart ,Terrebonne,8,3,m,4,17,2,2014,Member of School Board,0.995624664774564
3149,REP,196,District 7,Roy Brown ,West Carroll,8,3,m,4,17,2,2014,Member of School Board,0.9925776127688798
3150,NOPTY,292,District 7,Samuel Ashley ,West Carroll,8,3,m,4,17,2,2014,Member of School Board,0.9935795879439664
3151,REP,1445,District 7,Wendy Wilson Billiot ,Terrebonne,8,3,f,4,17,2,2014,Member of School Board,0.9965919516665411
3152,NOPTY,793,"District 7, City of Monroe",Brenda Shelling ,Ouachita,0,0,f,2,3,1,2014,Member of School Board,0.996823051189346
3153,DEM,338,"District 7, City of Monroe",Glynn O. Ludley ,Ouachita,0,0,m,2,3,1,2014,Member of School Board,0.9259825993168177
3154,DEM,279,"District 7, City of Monroe",Louis Bradley ,Ouachita,0,0,m,2,3,1,2014,Member of School Board,0.9920526015290941
3155,REP,498,District 8,Challana Ray Dean ,Union,6,1,,2,10,1,2014,Member of School Board,0
3156,REP,481,District 8,Danny J. George ,Union,6,1,m,2,10,1,2014,Member of School Board,0.994390076673969
3157,DEM,1634,District 8,David Hoover ,Livingston,6,1,m,2,10,1,2014,Member of School Board,0.9958660209367381
3158,REP,8012,District 8,Erick Knezek ,Lafayette,6,1,m,2,10,1,2014,Member of School Board,0.9904490586830492
3159,REP,789,District 8,Gerald Cooley ,Vernon,6,1,m,2,10,1,2014,Member of School Board,0.9937664702958089
3160,OTHER,2635,District 8,Hunter Beasley ,Lafayette,6,1,m,2,10,1,2014,Member of School Board,0.9726399068615393
3161,NOPTY,3193,District 8,"James ""Jim"" Richardson ",Livingston,6,1,m,2,10,1,2014,Member of School Board,0.9948946927250034
3162,DEM,600,District 8,Jeremy Goodwin ,Vernon,6,1,m,2,10,1,2014,Member of School Board,0.9934719422872179
3163,REP,7707,District 8,"Marion ""Coach"" Bonura ",Jefferson,6,1,f,2,10,1,2014,Member of School Board,0.6891457908103382
3164,REP,6231,District 8,Michael Delesdernier ,Jefferson,6,1,m,2,10,1,2014,Member of School Board,0.9942998490435268
3165,REP,5897,District 9,"""Sandy"" Denapolis-Bosarge ",Jefferson,5,0,f,3,9,1,2014,Member of School Board,0.8989496788597663
3166,REP,3759,District 9,Brian West ,Lafayette,5,0,m,3,9,1,2014,Member of School Board,0.9956214351347468
3167,NOPTY,862,District 9,Cally Yelverton Trosclair ,Terrebonne,5,0,f,3,9,1,2014,Member of School Board,1.0
3168,DEM,492,District 9,Dale Skinner ,Sabine,5,0,m,3,9,1,2014,Member of School Board,0.9122495148757901
3169,REP,4722,District 9,"Eugene ""Gene"" Katsanis ",Jefferson,5,0,m,3,9,1,2014,Member of School Board,0.9926381840434396
3170,DEM,207,District 9,Gloria Sanders ,Sabine,5,0,f,3,9,1,2014,Member of School Board,0.9960084492018365
3171,DEM,936,District 9,Hayes Badeaux ,Terrebonne,5,0,m,3,9,1,2014,Member of School Board,1.0
3172,REP,5935,District 9,Jeremy Hidalgo ,Lafayette,5,0,m,3,9,1,2014,Member of School Board,0.9934719422872179
3173,REP,1291,District 9,Vicki Bonvillain ,Terrebonne,5,0,f,3,9,1,2014,Member of School Board,0.9982144870104305
3174,DEM,949,District A,"""Skip"" Gardiner ",Vermilion,3,0,m,8,11,0,2014,Member of School Board,1.0
3175,DEM,342,District A,"Alfreda ""Freda"" Williams ",Pointe Coupee,3,0,f,8,11,0,2014,Member of School Board,0.9965112670570179
3176,DEM,1287,District A,Eric Brumfield ,Tangipahoa,3,0,m,8,11,0,2014,Member of School Board,0.9940613809608262
3177,DEM,1073,District A,Jimmy Richardson ,Tangipahoa,3,0,m,8,11,0,2014,Member of School Board,0.9917081110577824
3178,REP,120,District A,Kristie Mascarella ,Iberville,3,0,f,8,11,0,2014,Member of School Board,0.9987624444198905
3179,DEM,195,District A,"Lawrence ""Larry"" Rouse ",Iberville,3,0,m,8,11,0,2014,Member of School Board,0.9945770337871076
3180,DEM,527,District A,"Leslie ""Les Ann"" Grezaffi ",Pointe Coupee,3,0,f,8,11,0,2014,Member of School Board,0.7702516106286061
3181,DEM,1341,District A,Luddy Herpin ,Vermilion,3,0,m,8,11,0,2014,Member of School Board,1.0
3182,REP,364,District A,Theresa White Roy ,Iberville,3,0,f,8,11,0,2014,Member of School Board,0.9970942613647248
3183,REP,354,District A,Tressy Gleason ,Iberville,3,0,f,8,11,0,2014,Member of School Board,1.0
3184,DEM,1720,District A,Walter Daniels ,Tangipahoa,3,0,m,8,11,0,2014,Member of School Board,0.9930778775246247
3185,REP,639,District B,Brandon Bergeron ,Pointe Coupee,3,0,m,1,4,0,2014,Member of School Board,0.9904039266442966
3186,REP,1458,District B,Dudley Settoon ,Tangipahoa,3,0,m,1,4,0,2014,Member of School Board,0.9923100291092435
3187,REP,2538,District B,Gail Pittman-McDaniel ,Tangipahoa,3,0,f,1,4,0,2014,Member of School Board,0.978382195688619
3188,DEM,405,District B,Kevin S. Bridgewater ,Pointe Coupee,3,0,m,1,4,0,2014,Member of School Board,0.9945180647631703
3189,DEM,1141,District C,Dexter J. Callahan ,Vermilion,0,2,m,5,8,1,2014,Member of School Board,0.9928916072595642
3190,OTHER,236,District C,Gail M. Hurst ,Pointe Coupee,0,2,f,5,8,1,2014,Member of School Board,0.978382195688619
3191,DEM,709,District C,"Karen ""Kay"" Jewell ",Iberville,0,2,f,5,8,1,2014,Member of School Board,0.9975412199322091
3192,OTHER,1311,District C,Laura Hebert LeBeouf ,Vermilion,0,2,f,5,8,1,2014,Member of School Board,0.9968347510300496
3193,DEM,157,District C,Michelle James ,Iberville,0,2,f,5,8,1,2014,Member of School Board,0.9960079750961018
3194,DEM,1009,District C,"Pamela ""Pam"" George ",Iberville,0,2,f,5,8,1,2014,Member of School Board,0.9977921444613246
3195,NOPTY,237,District C,"Rudolph ""DeWitt"" Toussant, Sr. ",Iberville,0,2,m,5,8,1,2014,Member of School Board,0.9967150616492461
3196,DEM,616,District C,"Thomas ""Tom"" Nelson ",Pointe Coupee,0,2,m,5,8,1,2014,Member of School Board,0.995826643361949
3197,REP,536,District D,Brittany Lopez Whittenberg ,Iberville,2,1,f,3,6,0,2014,Member of School Board,0.9956561013939471
3198,DEM,1050,District D,Glyna Mendoza Kelley ,Iberville,2,1,f,3,6,0,2014,Member of School Board,1.0
3199,REP,684,District D,Jennifer Atwood ,Rapides,2,1,f,3,6,0,2014,Member of School Board,0.996742262654412
3200,DEM,1568,District D,Mark Camelo ,Tangipahoa,2,1,m,3,6,0,2014,Member of School Board,0.9964442833016813
3201,OTHER,1640,District D,Therese P. Domiano ,Tangipahoa,2,1,f,3,6,0,2014,Member of School Board,0.9999634350269822
3202,DEM,1311,District D,Willard McCall ,Rapides,2,1,m,3,6,0,2014,Member of School Board,0.9921692426916773
3203,DEM,585,District E,Debbie Jenkins Georgetown ,Iberville,0,1,f,1,2,0,2014,Member of School Board,0.9978060888820576
3204,OTHER,1118,District E,"Pauline D. ""Polly"" Higdon ",Iberville,0,1,f,1,2,0,2014,Member of School Board,0.9972525185076635
3205,REP,3074,District F,"""Mike"" Whitlow ",Tangipahoa,2,0,m,0,2,0,2014,Member of School Board,0.9962674737321997
3206,REP,1554,District F,Joyce Young ,Tangipahoa,2,0,f,0,2,0,2014,Member of School Board,0.9966419470486259
3207,REP,1015,District G,Bobby Jarreau ,Pointe Coupee,2,0,m,6,10,2,2014,Member of School Board,0.9689897702743147
3208,DEM,839,District G,"Carroll ""Bubba"" LeBlanc ",Vermilion,2,0,m,6,10,2,2014,Member of School Board,0.7909529725669063
3209,DEM,1140,District G,"Christopher ""Chris"" Daigle ",Iberville,2,0,m,6,10,2,2014,Member of School Board,0.9941438780188482
3210,NOPTY,258,District G,"Cleotha Johnigan, Jr. ",Pointe Coupee,2,0,m,6,10,2,2014,Member of School Board,0.8006160619446266
3211,DEM,1848,District G,Eric Dangerfield ,Tangipahoa,2,0,m,6,10,2,2014,Member of School Board,0.9940613809608262
3212,DEM,328,District G,"Freddie ""Sam"" Molden III ",Iberville,2,0,m,6,10,2,2014,Member of School Board,0.8958577602299079
3213,DEM,537,District G,John Morris III ,Iberville,2,0,m,6,10,2,2014,Member of School Board,0.9954070242261275
3214,DEM,220,District G,Raymond Jeroid Dennis ,Iberville,2,0,m,6,10,2,2014,Member of School Board,0.9942180892480348
3215,NOPTY,1268,District G,Sara Bourgeois Duplechain ,Vermilion,2,0,f,6,10,2,2014,Member of School Board,0.9965813899004653
3216,REP,1003,District G,Tara Hudgins ,Tangipahoa,2,0,f,6,10,2,2014,Member of School Board,0.9965332337163915
3217,DEM,2397,District H,"""Al"" Davis ",Rapides,3,1,m,5,9,0,2014,Member of School Board,0.985382736155643
3218,DEM,1652,District H,"""Chris"" Hebert ",Vermilion,0,0,m,1,2,1,2016,Member of School Board,0.83895278593768
3219,REP,715,District H,Carrie Thistlethwaite Booksh ,Iberville,3,1,f,5,9,0,2014,Member of School Board,0.9964571660762181
3220,OTHER,496,District H,Cynthia Darlene Cashio ,Pointe Coupee,3,1,f,5,9,0,2014,Member of School Board,0.9973470256055875
3221,DEM,2485,District H,Darrell Rodriguez ,Rapides,3,1,m,5,9,0,2014,Member of School Board,0.9915456002242513
3222,DEM,779,District H,"James ""Bado"" Cline ",Pointe Coupee,3,1,m,5,9,0,2014,Member of School Board,0.9948946927250034
3223,NOPTY,1562,District H,Kristy Hebert ,Vermilion,0,0,f,1,2,1,2016,Member of School Board,0.997218341119175
3224,DEM,794,District H,"Michael J. Hebert, Jr. ",Iberville,3,1,m,5,9,0,2014,Member of School Board,0.9942998490435268
3225,DEM,512,District H,Monica Georgetown Edmond ,Iberville,3,1,f,5,9,0,2014,Member of School Board,0.9956824947435987
3226,REP,1464,District H,Roy Hutchinson ,Tangipahoa,3,1,m,5,9,0,2014,Member of School Board,0.9925776127688798
3227,REP,2728,District H,Sandra Bailey-Simmons ,Tangipahoa,3,1,f,5,9,0,2014,Member of School Board,0.9971827629978488
3228,REP,1620,District I,"""Beth"" Davis ",Tangipahoa,2,0,f,0,2,0,2014,Member of School Board,0.9978561465459309
3229,REP,2790,District I,Rose Quave Dominguez ,Tangipahoa,2,0,f,0,2,0,2014,Member of School Board,0.9961852023159922
3230,DEM,333,Ward  1,"Andrea A. ""Peaches"" Johnson ",Assumption,0,0,f,2,2,0,2014,Member of School Board,0.985496611832086
3231,DEM,712,Ward  1,"Honoray ""Lew"" Lewis ",Assumption,0,0,,2,2,0,2014,Member of School Board,0
3232,DEM,447,Ward  5,Jesse Robertson ,Assumption,0,0,m,2,2,0,2014,Member of School Board,0.9733033306567845
3233,DEM,556,Ward  5,"Lawrence ""Larry"" Howell ",Assumption,0,0,m,2,2,0,2014,Member of School Board,0.9945770337871076
3234,DEM,666,Ward  6,"Daniel ""Jack"" Washington ",Assumption,0,0,m,2,2,0,2014,Member of School Board,0.9947209649748667
3235,DEM,400,Ward  6,Rodney Rhodes ,Assumption,0,0,m,2,2,0,2014,Member of School Board,0.994368352107686
3236,REP,1694,District 1 (5 to be elected),"""Doug"" Brandon ",Vernon,2,0,m,3,8,3,2014,Member(s) of School Board,0.9997417529910575
3237,NOPTY,1376,District 1 (5 to be elected),"""Jim"" Seaman ",Vernon,2,0,m,3,8,3,2014,Member(s) of School Board,0.9962415239136049
3238,NOPTY,1833,District 1 (5 to be elected),"""Steve"" Woods ",Vernon,2,0,m,3,8,3,2014,Member(s) of School Board,0.9956905469526298
3239,NOPTY,1247,District 1 (5 to be elected),John J. Driscoll ,Vernon,2,0,m,3,8,3,2014,Member(s) of School Board,0.9954070242261275
3240,DEM,956,District 1 (5 to be elected),Mel Harris ,Vernon,2,0,m,3,8,3,2014,Member(s) of School Board,0.9252509767331898
3241,REP,1844,District 1 (5 to be elected),Randi Schamerhorn Gleason ,Vernon,2,0,f,3,8,3,2014,Member(s) of School Board,0.9629261342227212
3242,DEM,1453,District 1 (5 to be elected),"Robert Pynes, Jr. ",Vernon,2,0,m,3,8,3,2014,Member(s) of School Board,0.9952560453690997
3243,DEM,1205,District 1 (5 to be elected),Sam Fulton ,Vernon,2,0,m,3,8,3,2014,Member(s) of School Board,0.98547846154897
3244,REP,2731,NA,Amos Cormier ,Plaquemines,2,1,m,2,5,0,2016,Parish President,0.9974237533935801
3245,REP,2091,NA,"Amos Cormier, Jr. ",Plaquemines,3,0,m,2,5,0,2014,Parish President,0.9974237533935801
3246,OTHER,1709,NA,"Benedict ""Benny"" Rousselle ",Plaquemines,2,1,m,2,5,0,2016,Parish President,1.0
3247,DEM,2333,NA,Burghart H. Turner ,Plaquemines,2,1,,2,5,0,2016,Parish President,0
3248,DEM,1677,NA,Burghart Turner ,Plaquemines,3,0,,2,5,0,2014,Parish President,0
3249,DEM,1618,NA,"Byron Williams, Jr. ",Plaquemines,3,0,m,2,5,0,2014,Parish President,0.9942941233344039
3250,REP,2851,NA,Jerry Hodnett ,Plaquemines,3,0,m,2,5,0,2014,Parish President,0.974761974032612
3251,REP,3266,NA,Kirk Lepine ,Plaquemines,2,1,m,2,5,0,2016,Parish President,0.996588665006344
3252,REP,516,NA,Lane Greco ,Plaquemines,3,0,m,2,5,0,2014,Parish President,0.8361764055548898
3253,DEM,398,NA,Sharon Branan ,Plaquemines,2,1,f,2,5,0,2016,Parish President,0.9966625277357525
3254,OTHER,279,District  1,James Laird ,Claiborne,0,2,m,0,2,0,2016,Police Juror,0.9948946927250034
3255,OTHER,273,District  1,"Ronald Keith ""Skipper"" Brown ",Claiborne,0,2,m,0,2,0,2016,Police Juror,0.9956894288101295
3256,DEM,474,District 11,"Edward ""Coach"" Cormier ",Jefferson Davis,0,0,m,2,2,0,2014,Police Juror,0.9949059318555097
3257,DEM,415,District 11,"James ""Jim"" Wright ",Jefferson Davis,0,0,m,2,2,0,2014,Police Juror,0.9948946927250034
3258,REP,277,District 4,Kevin Martin ,Caldwell,1,0,m,1,2,0,2016,Police Juror,0.9945180647631703
3259,DEM,179,District 4,Tamela King Hutchinson ,Caldwell,1,0,f,1,2,0,2016,Police Juror,1.0
3260,OTHER,480,NA,"Alyson Kennedy, Osborne Hart Socialist Workers Party ",Multi-Parish Race,1,11,f,1,13,0,2016,Presidential Electors,0.9995732352616412
3261,OTHER,1881,NA,"Chris Keniston, Deacon Taylor Veterans Party ",Multi-Parish Race,1,11,m,1,13,0,2016,Presidential Electors,0.83895278593768
3262,OTHER,3129,NA,"Darrell Castle, Scott Bradley Constitution Party Nominee ",Multi-Parish Race,1,11,m,1,13,0,2016,Presidential Electors,0.9915456002242513
3263,REP,1178638,NA,"Donald Trump, Michael Pence Republican ",Multi-Parish Race,1,11,m,1,13,0,2016,Presidential Electors,0.995398079943256
3264,OTHER,8547,NA,"Evan McMullin, Nathan Johnson Courage Character Service ",Multi-Parish Race,1,11,m,1,13,0,2016,Presidential Electors,0.976191345086882
3265,OTHER,37978,NA,"Gary Johnson, Bill Weld Libertarian ",Multi-Parish Race,1,11,m,1,13,0,2016,Presidential Electors,0.9959022097468163
3266,OTHER,446,NA,"Gloria La Riva, Eugene Puryear Socialism and Liberation ",Multi-Parish Race,1,11,f,1,13,0,2016,Presidential Electors,0.9960084492018365
3267,DEM,780154,NA,"Hillary Clinton, Timothy Kaine Democratic ",Multi-Parish Race,1,11,f,1,13,0,2016,Presidential Electors,0.9647640098094921
3268,OTHER,370,NA,"Jerry White, Niles Niemuth Socialism Equality Anti-War ",Multi-Parish Race,1,11,m,1,13,0,2016,Presidential Electors,0.974761974032612
3269,OTHER,14031,NA,"Jill Stein, Ajamu Baraka Green ",Multi-Parish Race,1,11,f,1,13,0,2016,Presidential Electors,0.9976049742401928
